Match,Server Name,Receiver Name,Server hand,Receiver hand,Date,Tournament,Best of,Court,Surface,Max_Count,Count 4,Won 4,Prob Won 4,Count 5,Won 5,Prob Won 5,Count 6,Won 6,Prob Won 6
20050120-M-Australian_Open-R64-Lleyton_Hewitt-James_Blake,James Blake,Lleyton Hewitt,R,R,20050120,Australian Open,5,Deuce,Hard,6,29,16,0.551724138,3,2,0.666666667,40,23,0.575
20050126-M-Australian_Open-QF-Lleyton_Hewitt-David_Nalbandian,David Nalbandian,Lleyton Hewitt,R,R,20050126,Australian Open,5,Deuce,Hard,4,45,28,0.622222222,7,3,0.428571429,29,21,0.724137931
20050126-M-Australian_Open-QF-Roger_Federer-Andre_Agassi,Andre Agassi,Roger Federer,R,R,20050126,Australian Open,5,Deuce,Hard,6,14,10,0.714285714,4,2,0.5,21,10,0.476190476
20050127-M-Australian_Open-SF-Roger_Federer-Marat_Safin,Marat Safin,Roger Federer,R,R,20050127,Australian Open,5,Deuce,Hard,6,22,15,0.681818182,18,11,0.611111111,65,41,0.630769231
20050128-M-Australian_Open-SF-Andy_Roddick-Lleyton_Hewitt,Lleyton Hewitt,Andy Roddick,R,R,20050128,Australian Open,5,Deuce,Hard,4,39,29,0.743589744,1,0,0,31,24,0.774193548
20050130-M-Australian_Open-F-Lleyton_Hewitt-Marat_Safin,Marat Safin,Lleyton Hewitt,R,R,20050130,Australian Open,5,Deuce,Hard,6,20,16,0.8,3,3,1,33,21,0.636363636
20050220-M-Rotterdam-F-Roger_Federer-Ivan_Ljubicic,Ivan Ljubicic,Roger Federer,R,R,20050220,Rotterdam,3,Deuce,Hard,4,34,22,0.647058824,4,1,0.25,28,23,0.821428571
20050221-M-Dubai-SF-Roger_Federer-Andre_Agassi,Andre Agassi,Roger Federer,R,R,20050221,Dubai,3,Deuce,Hard,6,6,5,0.833333333,1,0,0,11,5,0.454545455
20050226-M-Acapulco-F-Rafael_Nadal-Albert_Montanes,Albert Montanes,Rafael Nadal,R,L,20050226,Acapulco,3,Deuce,Clay,6,6,3,0.5,,,,12,4,0.333333333
20050226-M-Dubai-F-Roger_Federer-Ivan_Ljubicic,Ivan Ljubicic,Roger Federer,R,R,20050226,Dubai,3,Deuce,Hard,6,15,7,0.466666667,1,0,0,28,18,0.642857143
20050314-M-Indian_Wells_Masters-R32-Fernando_Gonzalez-James_Blake,James Blake,Fernando Gonzalez,R,R,20050314,Indian Wells Masters,3,Deuce,Hard,6,14,5,0.357142857,3,2,0.666666667,22,14,0.636363636
20050318-M-Indian_Wells_Masters-SF-Roger_Federer-Guillermo_Canas,Guillermo Canas,Roger Federer,R,R,20050318,Indian Wells Masters,3,Deuce,Hard,6,7,1,0.142857143,2,0,0,15,11,0.733333333
20050319-M-Indian_Wells_Masters-SF-Lleyton_Hewitt-Andy_Roddick,Andy Roddick,Lleyton Hewitt,R,R,20050319,Indian Wells Masters,3,Deuce,Hard,4,34,23,0.676470588,,,,30,17,0.566666667
20050320-M-Indian_Wells_Masters-F-Lleyton_Hewitt-Roger_Federer,Roger Federer,Lleyton Hewitt,R,R,20050320,Indian Wells Masters,5,Deuce,Hard,4,20,13,0.65,9,5,0.555555556,13,10,0.769230769
20050326-M-Miami_Masters-SF-Roger_Federer-Andre_Agassi,Andre Agassi,Roger Federer,R,R,20050326,Miami Masters,3,Deuce,Hard,6,8,5,0.625,,,,22,13,0.590909091
20050403-M-Miami_Masters-F-Roger_Federer-Rafael_Nadal,Rafael Nadal,Roger Federer,L,R,20050403,Miami Masters,5,Deuce,Hard,6,20,10,0.5,30,17,0.566666667,31,19,0.612903226
20050415-M-Monte_Carlo_Masters-QF-Roger_Federer-Richard_Gasquet,Richard Gasquet,Roger Federer,R,R,20050415,Monte Carlo Masters,3,Deuce,Clay,6,21,11,0.523809524,7,4,0.571428571,28,18,0.642857143
20050416-M-Monte_Carlo_Masters-SF-Juan_Carlos_Ferrero-Guillermo_Coria,Guillermo Coria,Juan Carlos Ferrero,R,R,20050416,Monte Carlo Masters,3,Deuce,Clay,4,19,13,0.684210526,,,,11,6,0.545454545
20050417-M-Monte_Carlo_Masters-F-Rafael_Nadal-Guillermo_Coria,Guillermo Coria,Rafael Nadal,R,L,20050417,Monte Carlo Masters,5,Deuce,Clay,4,34,18,0.529411765,4,1,0.25,17,8,0.470588235
20050505-M-Rome_Masters-R16-Andy_Roddick-Fernando_Verdasco,Fernando Verdasco,Andy Roddick,L,R,20050505,Rome Masters,3,Deuce,Clay,6,14,7,0.5,9,6,0.666666667,34,25,0.735294118
20050507-M-Rome_Masters-SF-Andre_Agassi-Guillermo_Coria,Guillermo Coria,Andre Agassi,R,R,20050507,Rome Masters,3,Deuce,Clay,6,15,11,0.733333333,5,4,0.8,15,8,0.533333333
20050508-M-Rome_Masters-F-Rafael_Nadal-Guillermo_Coria,Guillermo Coria,Rafael Nadal,R,L,20050508,Rome Masters,5,Deuce,Clay,4,71,37,0.521126761,6,5,0.833333333,25,13,0.52
20050514-M-Hamburg_Masters-SF-Richard_Gasquet-Christophe_Rochus,Christophe Rochus,Richard Gasquet,R,R,20050514,Hamburg Masters,3,Deuce,Clay,4,11,3,0.272727273,,,,10,4,0.4
20050514-M-Hamburg_Masters-SF-Roger_Federer-Nikolay_Davydenko,Nikolay Davydenko,Roger Federer,R,R,20050514,Hamburg Masters,3,Deuce,Clay,6,9,7,0.777777778,1,1,1,13,8,0.615384615
20050515-M-Hamburg_Masters-F-Roger_Federer-Richard_Gasquet,Richard Gasquet,Roger Federer,R,R,20050515,Hamburg Masters,5,Deuce,Clay,6,18,13,0.722222222,11,7,0.636363636,18,15,0.833333333
20050601-M-Roland_Garros-SF-Roger_Federer-Rafael_Nadal,Rafael Nadal,Roger Federer,L,R,20050601,Roland Garros,5,Deuce,Clay,6,5,2,0.4,11,5,0.454545455,46,28,0.608695652
20050610-M-Queens_Club-QF-Lleyton_Hewitt-Ivo_Karlovic,Ivo Karlovic,Lleyton Hewitt,R,R,20050610,Queens Club,3,Deuce,Grass,4,20,16,0.8,2,0,0,14,13,0.928571429
20050612-M-Halle-F-Roger_Federer-Marat_Safin,Marat Safin,Roger Federer,R,R,20050612,Halle,3,Deuce,Grass,6,9,7,0.777777778,17,13,0.764705882,23,18,0.782608696
20050613-M-s_Hertogenbosch-R32-Gilles_Muller-Tommy_Robredo,Tommy Robredo,Gilles Muller,R,L,20050613,s Hertogenbosch,3,Deuce,Grass,6,12,11,0.916666667,1,1,1,13,10,0.769230769
20050621-M-Wimbledon-R128-George_Bastl-Andy_Murray,Andy Murray,George Bastl,R,R,20050621,Wimbledon,5,Deuce,Grass,6,14,11,0.785714286,2,2,1,19,12,0.631578947
20050622-M-Wimbledon-R64-Roger_Federer-Ivo_Minar,Ivo Minar,Roger Federer,R,R,20050622,Wimbledon,5,Deuce,Grass,6,15,10,0.666666667,4,4,1,23,12,0.52173913
20050623-M-Wimbledon-R64-Gilles_Muller-Rafael_Nadal,Rafael Nadal,Gilles Muller,L,L,20050623,Wimbledon,5,Deuce,Grass,6,21,11,0.523809524,3,2,0.666666667,27,20,0.740740741
20050629-M-Wimbledon-QF-Lleyton_Hewitt-Feliciano_Lopez,Feliciano Lopez,Lleyton Hewitt,L,R,20050629,Wimbledon,5,Deuce,Grass,4,28,16,0.571428571,3,3,1,20,15,0.75
20050629-M-Wimbledon-QF-Roger_Federer-Fernando_Gonzalez,Fernando Gonzalez,Roger Federer,R,R,20050629,Wimbledon,5,Deuce,Grass,6,20,14,0.7,6,4,0.666666667,26,15,0.576923077
20050701-M-Wimbledon-SF-Andy_Roddick-Thomas_Johansson,Thomas Johansson,Andy Roddick,R,R,20050701,Wimbledon,5,Deuce,Grass,4,49,36,0.734693878,1,1,1,29,18,0.620689655
20050701-M-Wimbledon-SF-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Roger Federer,R,R,20050701,Wimbledon,5,Deuce,Grass,6,23,17,0.739130435,3,0,0,26,17,0.653846154
20050703-M-Wimbledon-F-Roger_Federer-Andy_Roddick,Andy Roddick,Roger Federer,R,R,20050703,Wimbledon,5,Deuce,Grass,4,32,20,0.625,1,1,1,12,6,0.5
20050715-M-Davis_Cup_World_Group_QF-RR-Lleyton_Hewitt-Guillermo_Coria,Guillermo Coria,Lleyton Hewitt,R,R,20050715,Davis Cup World Group QF,5,Deuce,Grass,6,24,14,0.583333333,1,1,1,34,13,0.382352941
20050812-M-Canada_Masters-QF-Rafael_Nadal_-Mariano_Puerta,Mariano Puerta,Rafael Nadal ,L,L,20050812,Canada Masters,3,Deuce,Hard,4,16,8,0.5,1,0,0,11,4,0.363636364
20050813-M-Canada_Masters-SF-Greg_Rusedski-Andre_Agassi,Andre Agassi,Greg Rusedski,R,L,20050813,Canada Masters,3,Deuce,Hard,4,16,14,0.875,,,,6,5,0.833333333
20050813-M-Canada_Masters-SF-Paul_Henri_Mathieu-Rafael_Nadal,Rafael Nadal,Paul Henri Mathieu,L,R,20050813,Canada Masters,3,Deuce,Hard,4,25,17,0.68,5,3,0.6,6,3,0.5
20050815-M-Canada_Masters-F-Rafael_Nadal-Andre_Agassi,Andre Agassi,Rafael Nadal,R,L,20050815,Canada Masters,3,Deuce,Hard,4,21,15,0.714285714,2,1,0.5,13,7,0.538461538
20050817-M-Cincinnati_Masters-R16-Lleyton_Hewitt-Mario_Ancic,Mario Ancic,Lleyton Hewitt,R,R,20050817,Cincinnati Masters,3,Deuce,Hard,4,8,6,0.75,,,,6,1,0.166666667
20050819-M-Cincinnati_Masters-QF-Lleyton_Hewitt-Nikolay_Davydenko,Nikolay Davydenko,Lleyton Hewitt,R,R,20050819,Cincinnati Masters,3,Deuce,Hard,6,11,5,0.454545455,1,1,1,17,11,0.647058824
20050820-M-Cincinnati_Masters-SF-Roger_Federer-Robby_Ginepri,Robby Ginepri,Roger Federer,R,R,20050820,Cincinnati Masters,3,Deuce,Hard,4,33,25,0.757575758,2,2,1,16,11,0.6875
20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,Roger Federer,Andy Roddick,R,R,20050821,Cincinnati Masters,3,Deuce,Hard,4,12,8,0.666666667,7,6,0.857142857,7,4,0.571428571
20050821-M-Cincinnati_Masters-SF-Lleyton_Hewitt-Andy_Roddick,Andy Roddick,Lleyton Hewitt,R,R,20050821,Cincinnati Masters,3,Deuce,Hard,6,20,15,0.75,1,0,0,22,17,0.772727273
20050830-M-US_Open-R128-Novak_Djokovic-Gael_Monfils,Gael Monfils,Novak Djokovic,R,R,20050830,US Open,5,Deuce,Hard,6,35,29,0.828571429,6,4,0.666666667,35,24,0.685714286
20050831-M-US_Open-R64-Scoville_Jenkins_-Rafael_Nadal,Rafael Nadal,Scoville Jenkins ,L,R,20050831,US Open,5,Deuce,Hard,6,11,7,0.636363636,4,2,0.5,27,21,0.777777778
20050908-M-US_Open-QF-Andre_Agassi-James_Blake,James Blake,Andre Agassi,R,R,20050908,US Open,5,Deuce,Hard,4,38,21,0.552631579,9,5,0.555555556,29,17,0.586206897
20050908-M-US_Open-QF-Lleyton_Hewitt-Jarkko_Nieminen,Jarkko Nieminen,Lleyton Hewitt,L,R,20050908,US Open,5,Deuce,Hard,6,31,17,0.548387097,6,4,0.666666667,31,18,0.580645161
20050910-M-US_Open-SF-Robby_Ginepri-Andre_Agassi,Andre Agassi,Robby Ginepri,R,R,20050910,US Open,5,Deuce,Hard,4,41,27,0.658536585,1,0,0,33,20,0.606060606
20050910-M-US_Open-SF-Roger_Federer-Lleyton_Hewitt,Lleyton Hewitt,Roger Federer,R,R,20050910,US Open,5,Deuce,Hard,4,39,21,0.538461538,2,2,1,28,13,0.464285714
20050911-M-US_Open-F-Roger_Federer-Andre_Agassi,Andre Agassi,Roger Federer,R,R,20050911,US Open,5,Deuce,Hard,4,30,13,0.433333333,6,2,0.333333333,28,16,0.571428571
20050923-M-Davis_Cup_World_Group_PO-RR-Roger_Federer-Alan_Mackin,Alan Mackin,Roger Federer,R,R,20050923,Davis Cup World Group PO,5,Deuce,Clay,4,12,7,0.583333333,12,6,0.5,11,4,0.363636364
20050927-M-Bangkok-R32-Marcos_Daniel-Roger_Federer,Roger Federer,Marcos Daniel,R,R,20050927,Bangkok,3,Deuce,Hard,4,14,13,0.928571429,4,1,0.25,11,6,0.545454545
20051002-M-Bangkok-F-Roger_Federer-Andy_Murray,Andy Murray,Roger Federer,R,R,20051002,Bangkok,3,Deuce,Hard,4,17,12,0.705882353,7,1,0.142857143,14,9,0.642857143
20051022-M-Madrid_Masters-SF-Ivan_Ljubicic-David_Nalbandian,David Nalbandian,Ivan Ljubicic,R,R,20051022,Madrid Masters,3,Deuce,Hard,6,9,4,0.444444444,5,2,0.4,28,19,0.678571429
20051022-M-Madrid_Masters-SF-Robby_Ginepri-Rafael_Nadal,Rafael Nadal,Robby Ginepri,L,R,20051022,Madrid Masters,3,Deuce,Hard,4,21,17,0.80952381,2,0,0,11,7,0.636363636
20051023-M-Madrid_Masters-F-Ivan_Ljubicic-Rafael_Nadal,Rafael Nadal,Ivan Ljubicic,L,R,20051023,Madrid Masters,5,Deuce,Hard,4,32,20,0.625,20,8,0.4,24,18,0.75
20051105-M-Paris_Masters-SF-Ivan_Ljubicic-Andy_Roddick,Andy Roddick,Ivan Ljubicic,R,R,20051105,Paris Masters,3,Deuce,Hard,4,15,13,0.866666667,,,,14,8,0.571428571
20051105-M-Paris_Masters-SF-Tomas_Berdych-Radek_Stepanek,Radek Stepanek,Tomas Berdych,R,R,20051105,Paris Masters,3,Deuce,Hard,4,21,12,0.571428571,1,0,0,13,9,0.692307692
20051106-M-Paris_Masters-F-Tomas_Berdych-Ivan_Ljubicic,Ivan Ljubicic,Tomas Berdych,R,R,20051106,Paris Masters,5,Deuce,Carpet,4,28,21,0.75,13,10,0.769230769,26,21,0.807692308
20051117-M-Masters_Cup-RR-Guillermo_Coria-Roger_Federer,Roger Federer,Guillermo Coria,R,R,20051117,Masters Cup,3,Deuce,Hard,6,14,9,0.642857143,2,1,0.5,16,11,0.6875
20051118-M-Masters_Cup-RR-Gaston_Gaudio-Fernando_Gonzalez,Fernando Gonzalez,Gaston Gaudio,R,R,20051118,Masters Cup,3,Deuce,Hard,6,17,10,0.588235294,3,1,0.333333333,23,15,0.652173913
20051119-M-Masters_Cup-SF-Roger_Federer-Gaston_Gaudio,Gaston Gaudio,Roger Federer,R,R,20051119,Masters Cup,3,Deuce,Carpet,6,3,1,0.333333333,2,1,0.5,17,4,0.235294118
20051119-M-Tour_Finals-SF-Nikolay_Davydenko-David_Nalbandian,David Nalbandian,Nikolay Davydenko,R,R,20051119,Tour Finals,3,Deuce,Hard,6,8,7,0.875,2,2,1,17,10,0.588235294
20060107-M-Doha-F-Roger_Federer-Gael_Monfils,Gael Monfils,Roger Federer,R,R,20060107,Doha,3,Deuce,Hard,6,19,9,0.473684211,8,2,0.25,19,11,0.578947368
20060117-M-Australian_Open-R128-Roger_Federer-Denis_Istomin,Denis Istomin,Roger Federer,R,R,20060117,Australian Open,5,Deuce,Hard,4,20,15,0.75,7,2,0.285714286,15,5,0.333333333
20060123-M-Australian_Open-QF-David_Nalbandian-Fabrice_Santoro,Fabrice Santoro,David Nalbandian,R,R,20060123,Australian Open,5,Deuce,Hard,4,25,12,0.48,5,1,0.2,12,4,0.333333333
20060123-M-Australian_Open-R16-Tommy_Haas_-Roger_Federer,Roger Federer,Tommy Haas ,R,R,20060123,Australian Open,5,Deuce,Hard,6,26,12,0.461538462,4,3,0.75,35,24,0.685714286
20060125-M-Australian_Open-QF-Roger_Federer-Nikolay_Davydenko,Nikolay Davydenko,Roger Federer,R,R,20060125,Australian Open,5,Deuce,Hard,4,40,26,0.65,14,9,0.642857143,19,14,0.736842105
20060126-M-Australian_Open-SF-David_Nalbandian-Marcos_Baghdatis,Marcos Baghdatis,David Nalbandian,R,R,20060126,Australian Open,5,Deuce,Hard,6,23,12,0.52173913,,,,52,34,0.653846154
20060126-M-Australian_Open-SF-Roger_Federer-Nicolas_Kiefer,Nicolas Kiefer,Roger Federer,R,R,20060126,Australian Open,5,Deuce,Hard,6,27,14,0.518518519,,,,33,23,0.696969697
20060219-M-San_Jose-F-Lleyton_Hewitt-Andy_Murray,Andy Murray,Lleyton Hewitt,R,R,20060219,San Jose,3,Deuce,Hard,6,17,9,0.529411765,1,1,1,25,17,0.68
20060302-M-Dubai-QF-Roger_Federer-Robin_Vik,Robin Vik,Roger Federer,R,R,20060302,Dubai,3,Deuce,Hard,4,12,11,0.916666667,1,1,1,9,3,0.333333333
20060305-M-Dubai-F-Roger_Federer-Rafael_Nadal,Rafael Nadal,Roger Federer,L,R,20060305,Dubai,3,Deuce,Hard,6,10,8,0.8,3,1,0.333333333,28,20,0.714285714
20060305-M-Las_Vegas-F-Lleyton_Hewitt-James_Blake,James Blake,Lleyton Hewitt,R,R,20060305,Las Vegas,3,Deuce,Hard,4,19,12,0.631578947,11,8,0.727272727,15,8,0.533333333
20060311-M-Indian_Wells_Masters-SF-Roger_Federer-Paradorn_Srichaphan,Paradorn Srichaphan,Roger Federer,R,R,20060311,Indian Wells Masters,3,Deuce,Hard,6,8,4,0.5,1,1,1,20,12,0.6
20060318-M-Indian_Wells_Masters-SF-James_Blake-Rafael_Nadal,Rafael Nadal,James Blake,L,R,20060318,Indian Wells Masters,3,Deuce,Hard,6,2,1,0.5,3,1,0.333333333,28,21,0.75
20060319-M-Indian_Wells_Masters-F-Roger_Federer-James_Blake,James Blake,Roger Federer,R,R,20060319,Indian Wells Masters,5,Deuce,Hard,4,17,7,0.411764706,12,7,0.583333333,16,7,0.4375
20060325-M-Miami_Masters-SF-Roger_Federer-David_Ferrer,David Ferrer,Roger Federer,R,R,20060325,Miami Masters,3,Deuce,Hard,6,11,6,0.545454545,3,3,1,12,6,0.5
20060326-M-Miami_Masters-F-Roger_Federer-Ivan_Ljubicic,Ivan Ljubicic,Roger Federer,R,R,20060326,Miami Masters,5,Deuce,Hard,4,26,18,0.692307692,14,10,0.714285714,21,15,0.714285714
20060419-M-Monte_Carlo_Masters-R64-Novak_Djokovic-Roger_Federer,Roger Federer,Novak Djokovic,R,R,20060419,Monte Carlo Masters,3,Deuce,Clay,4,20,12,0.6,3,2,0.666666667,13,9,0.692307692
20060420-M-Monte_Carlo_Masters-R16-Roger_Federer-Benjamin_Balleret,Benjamin Balleret,Roger Federer,R,R,20060420,Monte Carlo Masters,3,Deuce,Clay,4,13,7,0.538461538,2,1,0.5,8,6,0.75
20060422-M-Monte_Carlo_Masters-SF-Fernando_Gonzalez-Roger_Federer,Roger Federer,Fernando Gonzalez,R,R,20060422,Monte Carlo Masters,3,Deuce,Clay,6,9,8,0.888888889,,,,14,11,0.785714286
20060423-M-Monte_Carlo_Masters-F-Roger_Federer-Rafael_Nadal,Rafael Nadal,Roger Federer,L,R,20060423,Monte Carlo Masters,5,Deuce,Clay,5,11,6,0.545454545,40,22,0.55,23,14,0.608695652
20060509-M-Rome_Masters-R64-Andy_Murray-Filippo_Volandri,Filippo Volandri,Andy Murray,R,R,20060509,Rome Masters,3,Deuce,Clay,6,3,2,0.666666667,13,6,0.461538462,17,12,0.705882353
20060509-M-Rome_Masters-R64-Carlos_Moya-Rafael_Nadal,Rafael Nadal,Carlos Moya,L,R,20060509,Rome Masters,3,Deuce,Clay,6,2,2,1,9,5,0.555555556,23,12,0.52173913
20060512-M-Rome_Masters-QF-Mario_Ancic-David_Nalbandian,David Nalbandian,Mario Ancic,R,R,20060512,Rome Masters,3,Deuce,Clay,4,13,9,0.692307692,9,6,0.666666667,5,3,0.6
20060513-M-Rome_Masters-SF-Rafael_Nadal-Gael_Monfils,Gael Monfils,Rafael Nadal,R,L,20060513,Rome Masters,3,Deuce,Clay,6,11,3,0.272727273,,,,13,4,0.307692308
20060513-M-Rome_Masters-SF-Roger_Federer-David_Nalbandian,David Nalbandian,Roger Federer,R,R,20060513,Rome Masters,3,Deuce,Clay,6,15,7,0.466666667,6,4,0.666666667,35,18,0.514285714
20060514-M-Rome_Masters-F-Roger_Federer-Rafael_Nadal,Rafael Nadal,Roger Federer,L,R,20060514,Rome Masters,5,Deuce,Clay,6,9,6,0.666666667,22,15,0.681818182,52,32,0.615384615
20060521-M-Hamburg_Masters-F-Tommy_Robredo-Radek_Stepanek,Radek Stepanek,Tommy Robredo,R,R,20060521,Hamburg Masters,5,Deuce,Clay,6,17,8,0.470588235,11,5,0.454545455,22,16,0.727272727
20060528-M-Roland_Garros-R128-Roger_Federer-Diego_Hartfield,Diego Hartfield,Roger Federer,R,R,20060528,Roland Garros,5,Deuce,Clay,4,34,20,0.588235294,6,3,0.5,18,9,0.5
20060602-M-Roland_Garros-R64-James_Blake-Nicolas_Almagro,Nicolas Almagro,James Blake,R,R,20060602,Roland Garros,5,Deuce,Clay,6,20,11,0.55,3,3,1,50,31,0.62
20060605-M-Roland_Garros-R16-Lleyton_Hewitt-Rafael_Nadal,Rafael Nadal,Lleyton Hewitt,L,R,20060605,Roland Garros,5,Deuce,Clay,6,22,18,0.818181818,8,3,0.375,27,18,0.666666667
20060607-M-Roland_Garros-QF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Novak Djokovic,L,R,20060607,Roland Garros,5,Deuce,Clay,6,4,3,0.75,4,2,0.5,17,11,0.647058824
20060607-M-Roland_Garros-QF-Roger_Federer-Mario_Ancic,Mario Ancic,Roger Federer,R,R,20060607,Roland Garros,5,Deuce,Clay,6,23,14,0.608695652,2,1,0.5,24,12,0.5
20060609-M-Roland_Garros-SF-Roger_Federer-David_Nalbandian,David Nalbandian,Roger Federer,R,R,20060609,Roland Garros,5,Deuce,Clay,6,11,5,0.454545455,11,9,0.818181818,16,12,0.75
20060611-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal,Rafael Nadal,Roger Federer,L,R,20060611,Roland Garros,5,Deuce,Clay,6,8,6,0.75,4,4,1,46,31,0.673913043
20060615-M-Queens_Club-R16-Fernando_Verdasco-Rafael_Nadal,Rafael Nadal,Fernando Verdasco,L,L,20060615,Queens Club,3,Deuce,Grass,4,25,16,0.64,18,10,0.555555556,13,6,0.461538462
20060616-M-Queens_Club-QF-Rafael_Nadal-Lleyton_Hewitt,Lleyton Hewitt,Rafael Nadal,R,L,20060616,Queens Club,3,Deuce,Grass,6,10,6,0.6,,,,20,13,0.65
20060617-M-Queens_Club-SF-Lleyton_Hewitt-Tim_Henman,Tim Henman,Lleyton Hewitt,R,R,20060617,Queens Club,3,Deuce,Grass,4,17,10,0.588235294,7,4,0.571428571,16,12,0.75
20060618-M-Halle-F-Roger_Federer-Tomas_Berdych,Tomas Berdych,Roger Federer,R,R,20060618,Halle,3,Deuce,Grass,4,20,10,0.5,6,2,0.333333333,13,10,0.769230769
20060618-M-Queens_Club-F-James_Blake-Lleyton_Hewitt,Lleyton Hewitt,James Blake,R,R,20060618,Queens Club,3,Deuce,Grass,4,14,11,0.785714286,,,,13,10,0.769230769
20060627-M-Wimbledon-R128-Roger_Federer-Richard_Gasquet,Richard Gasquet,Roger Federer,R,R,20060627,Wimbledon,5,Deuce,Grass,6,12,8,0.666666667,,,,21,9,0.428571429
20060701-M-Wimbledon-R32-Rafael_Nadal-Andre_Agassi,Andre Agassi,Rafael Nadal,R,L,20060701,Wimbledon,5,Deuce,Grass,4,26,17,0.653846154,,,,25,14,0.56
20060703-M-Wimbledon-R16-Marcos_Baghdatis-Andy_Murray,Andy Murray,Marcos Baghdatis,R,R,20060703,Wimbledon,5,Deuce,Grass,6,19,11,0.578947368,5,2,0.4,23,16,0.695652174
20060705-M-Wimbledon-QF-Mario_Ancic-Roger_Federer,Roger Federer,Mario Ancic,R,R,20060705,Wimbledon,5,Deuce,Grass,4,18,15,0.833333333,10,5,0.5,17,11,0.647058824
20060707-M-Wimbledon-SF-Jonas_Bjorkman-Roger_Federer,Roger Federer,Jonas Bjorkman,R,R,20060707,Wimbledon,5,Deuce,Grass,6,12,10,0.833333333,4,2,0.5,12,12,1
20060707-M-Wimbledon-SF-Marcos_Baghdatis-Rafael_Nadal,Rafael Nadal,Marcos Baghdatis,L,R,20060707,Wimbledon,5,Deuce,Grass,6,7,5,0.714285714,2,0,0,42,24,0.571428571
20060709-M-Wimbledon-F-Roger_Federer-Rafael_Nadal,Rafael Nadal,Roger Federer,L,R,20060709,Wimbledon,5,Deuce,Grass,6,8,5,0.625,2,1,0.5,53,30,0.566037736
20060723-M-Amersfoort-F-Novak_Djokovic-Nicolas_Massu,Nicolas Massu,Novak Djokovic,R,R,20060723,Amersfoort,3,Deuce,Clay,6,13,8,0.615384615,3,1,0.333333333,19,11,0.578947368
20060724-M-Indianapolis-F-James_Blake-Andy_Roddick,Andy Roddick,James Blake,R,R,20060724,Indianapolis,3,Deuce,Hard,4,24,16,0.666666667,10,5,0.5,14,12,0.857142857
20060806-M-Washington-F-Arnaud_Clement-Andy_Murray,Andy Murray,Arnaud Clement,R,R,20060806,Washington,3,Deuce,Hard,6,17,9,0.529411765,,,,18,10,0.555555556
20060812-M-Canada_Masters-SF-Richard_Gasquet-Andy_Murray,Andy Murray,Richard Gasquet,R,R,20060812,Canada Masters,3,Deuce,Hard,6,9,5,0.555555556,1,0,0,22,14,0.636363636
20060812-M-Canada_Masters-SF-Roger_Federer-Fernando_Gonzalez,Fernando Gonzalez,Roger Federer,R,R,20060812,Canada Masters,3,Deuce,Hard,6,14,10,0.714285714,10,5,0.5,22,15,0.681818182
20060813-M-Canada_Masters-F-Roger_Federer-Richard_Gasquet,Richard Gasquet,Roger Federer,R,R,20060813,Canada Masters,3,Deuce,Hard,5,13,8,0.615384615,17,11,0.647058824,8,4,0.5
20060815-M-Cincinnati_Masters-R32-Kristof_Vliegen-Andy_Roddick,Andy Roddick,Kristof Vliegen,R,R,20060815,Cincinnati Masters,3,Deuce,Hard,4,18,14,0.777777778,1,1,1,8,6,0.75
20060816-M-Cincinnati_Masters-R32-Roger_Federer-Andy_Murray,Andy Murray,Roger Federer,R,R,20060816,Cincinnati Masters,3,Deuce,Hard,4,18,8,0.444444444,8,2,0.25,8,5,0.625
20060819-M-Cincinnati_Masters-SF-Fernando_Gonzalez-Andy_Roddick,Andy Roddick,Fernando Gonzalez,R,R,20060819,Cincinnati Masters,3,Deuce,Hard,4,15,10,0.666666667,1,1,1,11,10,0.909090909
20060819-M-Cincinnati_Masters-SF-Juan_Carlos_Ferrero-Tommy_Robredo,Tommy Robredo,Juan Carlos Ferrero,R,R,20060819,Cincinnati Masters,3,Deuce,Hard,4,17,11,0.647058824,16,10,0.625,7,4,0.571428571
20060828-M-US_Open-R128-Andre_Agassi-Andrei_Pavel,Andrei Pavel,Andre Agassi,R,R,20060828,US Open,5,Deuce,Hard,6,39,27,0.692307692,3,2,0.666666667,41,21,0.512195122
20060830-M-US_Open-R128-Jimmy_Wang-Roger_Federer,Roger Federer,Jimmy Wang,R,R,20060830,US Open,5,Deuce,Hard,6,11,11,1,,,,18,14,0.777777778
20060830-M-US_Open-R64-Andy_Roddick-Kristian_Pless,Kristian Pless,Andy Roddick,R,R,20060830,US Open,5,Deuce,Hard,4,21,12,0.571428571,6,4,0.666666667,14,13,0.928571429
20060831-M-US_Open-R64-Marcos_Baghdatis-Andre_Agassi,Andre Agassi,Marcos Baghdatis,R,R,20060831,US Open,5,Deuce,Hard,4,63,41,0.650793651,,,,26,14,0.538461538
20060906-M-US_Open-QF-Andy_Roddick-Lleyton_Hewitt,Lleyton Hewitt,Andy Roddick,R,R,20060906,US Open,5,Deuce,Hard,4,25,20,0.8,,,,15,7,0.466666667
20060907-M-US_Open-QF-James_Blake-Roger_Federer,Roger Federer,James Blake,R,R,20060907,US Open,5,Deuce,Hard,6,29,19,0.655172414,3,2,0.666666667,38,24,0.631578947
