Match,Server Name,Receiver Name,Server hand,Receiver hand,Date,Tournament,Best of,Court,Surface,Max_Count,Count 4,Won 4,Prob Won 4,Count 5,Won 5,Prob Won 5,Count 6,Won 6,Prob Won 6
19830701-M-Wimbledon-SF-Chris_Lewis-Kevin_Curren,Chris Lewis,Kevin Curren,R,R,19830701,Wimbledon,5,Deuce,Grass,6,24,16,0.666666667,3,2,0.666666667,75,50,0.666666667
19830701-M-Wimbledon-SF-John_Mcenroe-Ivan_Lendl,John Mcenroe,Ivan Lendl,L,R,19830701,Wimbledon,5,Deuce,Grass,6,21,15,0.714285714,5,4,0.8,24,15,0.625
19830703-M-Wimbledon-F-Chris_Lewis-John_Mcenroe,Chris Lewis,John Mcenroe,R,L,19830703,Wimbledon,5,Deuce,Grass,4,21,10,0.476190476,,,,10,6,0.6
19830909-M-US_Open-SF-Jimmy_Arias-Ivan_Lendl,Jimmy Arias,Ivan Lendl,R,R,19830909,US Open,5,Deuce,Hard,6,9,5,0.555555556,4,2,0.5,33,16,0.484848485
19830909-M-US_Open-SF-Jimmy_Connors-Bill_Scanlon,Jimmy Connors,Bill Scanlon,L,R,19830909,US Open,5,Deuce,Hard,6,11,6,0.545454545,4,2,0.5,22,16,0.727272727
19830911-M-US_Open-F-Jimmy_Connors-Ivan_Lendl,Jimmy Connors,Ivan Lendl,L,R,19830911,US Open,5,Deuce,Hard,6,19,11,0.578947368,4,4,1,33,14,0.424242424
19831209-M-Australian_Open-SF-Mats_Wilander-John_Mcenroe,Mats Wilander,John Mcenroe,R,L,19831209,Australian Open,5,Deuce,Grass,4,7,4,0.571428571,,,,3,1,0.333333333
19831211-M-Australian_Open-F-Mats_Wilander-Ivan_Lendl,Mats Wilander,Ivan Lendl,R,R,19831211,Australian Open,5,Deuce,Grass,6,13,10,0.769230769,10,7,0.7,16,13,0.8125
19840115-M-Masters-F-John_Mcenroe-Ivan_Lendl,John Mcenroe,Ivan Lendl,L,R,19840115,Masters,5,Deuce,Carpet,6,15,10,0.666666667,12,8,0.666666667,20,16,0.8
19840115-M-Tour_Finals-F-John_Mcenroe-Ivan_Lendl,John Mcenroe,Ivan Lendl,L,R,19840115,Tour Finals,5,Deuce,Carpet,6,16,11,0.6875,11,7,0.636363636,20,16,0.8
19840506-M-Forest_Hills_WCT-F-John_Mcenroe-Ivan_Lendl,John Mcenroe,Ivan Lendl,L,R,19840506,Forest Hills WCT,3,Deuce,Clay,6,11,6,0.545454545,5,4,0.8,13,9,0.692307692
19840608-M-Roland_Garros-SF-John_Mcenroe-Jimmy_Connors,John Mcenroe,Jimmy Connors,L,L,19840608,Roland Garros,5,Deuce,Clay,4,28,15,0.535714286,1,1,1,15,10,0.666666667
19840608-M-Roland_Garros-SF-Mats_Wilander-Ivan_Lendl,Mats Wilander,Ivan Lendl,R,R,19840608,Roland Garros,5,Deuce,Clay,6,18,8,0.444444444,12,1,0.083333333,18,10,0.555555556
19840610-M-Roland_Garros-F-John_Mcenroe-Ivan_Lendl,John Mcenroe,Ivan Lendl,L,R,19840610,Roland Garros,5,Deuce,Clay,6,34,22,0.647058824,7,4,0.571428571,36,21,0.583333333
19840706-M-Wimbledon-SF-Ivan_Lendl-Jimmy_Connors,Ivan Lendl,Jimmy Connors,R,L,19840706,Wimbledon,5,Deuce,Grass,6,33,19,0.575757576,1,0,0,36,19,0.527777778
19840706-M-Wimbledon-SF-Pat_Cash-John_Mcenroe,Pat Cash,John Mcenroe,R,L,19840706,Wimbledon,5,Deuce,Grass,6,24,12,0.5,1,1,1,27,13,0.481481481
19840708-M-Wimbledon-F-John_Mcenroe-Jimmy_Connors,John Mcenroe,Jimmy Connors,L,L,19840708,Wimbledon,5,Deuce,Grass,4,13,12,0.923076923,1,0,0,10,9,0.9
19840908-M-US_Open-SF-John_Mcenroe-Jimmy_Connors,John Mcenroe,Jimmy Connors,L,L,19840908,US Open,5,Deuce,Hard,4,46,26,0.565217391,6,4,0.666666667,26,13,0.5
19840908-M-US_Open-SF-Pat_Cash-Ivan_Lendl,Pat Cash,Ivan Lendl,R,R,19840908,US Open,5,Deuce,Hard,6,33,21,0.636363636,10,6,0.6,42,25,0.595238095
19840909-M-US_Open-F-John_Mcenroe-Ivan_Lendl,John Mcenroe,Ivan Lendl,L,R,19840909,US Open,5,Deuce,Hard,6,12,8,0.666666667,3,3,1,18,14,0.777777778
19841209-M-Australian_Open-F-Mats_Wilander-Kevin_Curren,Mats Wilander,Kevin Curren,R,R,19841209,Australian Open,5,Deuce,Grass,4,36,25,0.694444444,25,20,0.8,17,12,0.705882353
19850106-M-Young_Masters-F-Boris_Becker-Stefan_Edberg,Boris Becker,Stefan Edberg,R,R,19850106,Young Masters,5,Deuce,Hard,6,6,3,0.5,,,,8,6,0.75
19850108-M-Tour_Finals-F-Ivan_Lendl-John_Mcenroe,Ivan Lendl,John Mcenroe,R,L,19850108,Tour Finals,5,Deuce,Carpet,6,21,14,0.666666667,1,0,0,22,13,0.590909091
19850519-M-Rome-F-Miloslav_Mecir-Yannick_Noah,Miloslav Mecir,Yannick Noah,R,R,19850519,Rome,5,Deuce,Clay,4,29,15,0.517241379,33,15,0.454545455,3,1,0.333333333
19850608-M-Roland_Garros-SF-Jimmy_Connors-Ivan_Lendl,Jimmy Connors,Ivan Lendl,L,R,19850608,Roland Garros,5,Deuce,Clay,6,6,4,0.666666667,2,0,0,10,8,0.8
19850608-M-Roland_Garros-SF-John_Mcenroe-Mats_Wilander,John Mcenroe,Mats Wilander,L,R,19850608,Roland Garros,5,Deuce,Clay,4,30,18,0.6,7,1,0.142857143,19,6,0.315789474
19850609-M-Roland_Garros-F-Mats_Wilander-Ivan_Lendl,Mats Wilander,Ivan Lendl,R,R,19850609,Roland Garros,5,Deuce,Clay,4,38,20,0.526315789,13,7,0.538461538,3,2,0.666666667
19850629-M-Wimbledon-R32-Joakim_Nystrom-Boris_Becker,Joakim Nystrom,Boris Becker,R,R,19850629,Wimbledon,5,Deuce,Grass,4,58,39,0.672413793,11,4,0.363636364,27,18,0.666666667
19850705-M-Wimbledon-SF-Anders_Jarryd-Boris_Becker,Anders Jarryd,Boris Becker,R,R,19850705,Wimbledon,5,Deuce,Grass,4,29,16,0.551724138,6,3,0.5,22,15,0.681818182
19850705-M-Wimbledon-SF-Kevin_Curren-Jimmy_Connors,Kevin Curren,Jimmy Connors,R,L,19850705,Wimbledon,5,Deuce,Grass,6,16,12,0.75,,,,17,14,0.823529412
19850707-M-Wimbledon-F-Boris_Becker-Kevin_Curren,Boris Becker,Kevin Curren,R,R,19850707,Wimbledon,5,Deuce,Grass,6,26,19,0.730769231,1,0,0,30,20,0.666666667
19850825-M-Cincinnati-F-Mats_Wilander-Boris_Becker,Mats Wilander,Boris Becker,R,R,19850825,Cincinnati,3,Deuce,Hard,6,5,4,0.8,4,3,0.75,15,10,0.666666667
19850907-M-US_Open-SF-Ivan_Lendl-Jimmy_Connors,Ivan Lendl,Jimmy Connors,R,L,19850907,US Open,5,Deuce,Hard,4,50,36,0.72,,,,35,22,0.628571429
19850907-M-US_Open-SF-Mats_Wilander-John_Mcenroe,Mats Wilander,John Mcenroe,R,L,19850907,US Open,5,Deuce,Hard,4,41,21,0.512195122,6,3,0.5,22,16,0.727272727
19850908-M-US_Open-F-John_Mcenroe-Ivan_Lendl,John Mcenroe,Ivan Lendl,L,R,19850908,US Open,5,Deuce,Hard,4,30,23,0.766666667,1,0,0,12,8,0.666666667
19851207-M-Australian_Open-SF-Stefan_Edberg-Ivan_Lendl,Stefan Edberg,Ivan Lendl,R,R,19851207,Australian Open,5,Deuce,Grass,4,34,27,0.794117647,21,14,0.666666667,24,16,0.666666667
19851208-M-Australian_Open-F-Stefan_Edberg-Mats_Wilander,Stefan Edberg,Mats Wilander,R,R,19851208,Australian Open,5,Deuce,Grass,4,26,17,0.653846154,,,,12,12,1
19851222-M-Davis_Cup_World_Group_F-RR-Boris_Becker-Stefan_Edberg,Boris Becker,Stefan Edberg,R,R,19851222,Davis Cup World Group F,5,Deuce,Hard,6,23,13,0.565217391,1,1,1,33,20,0.606060606
19851222-M-Davis_Cup_World_Group_F-RR-Michael_Westphal-Stefan_Edberg,Michael Westphal,Stefan Edberg,R,R,19851222,Davis Cup World Group F,5,Deuce,Hard,6,20,16,0.8,1,0,0,25,16,0.64
19860114-M-Masters-F-Boris_Becker-Ivan_Lendl,Boris Becker,Ivan Lendl,R,R,19860114,Masters,5,Deuce,Carpet,4,25,14,0.56,2,0,0,18,6,0.333333333
19860114-M-Tour_Finals-F-Boris_Becker-Ivan_Lendl,Boris Becker,Ivan Lendl,R,R,19860114,Tour Finals,5,Deuce,Carpet,4,25,14,0.56,2,0,0,18,6,0.333333333
19860413-M-Dallas_WCT-SF-Boris_Becker-Stefan_Edberg,Boris Becker,Stefan Edberg,R,R,19860413,Dallas WCT,5,Deuce,Hard,4,16,10,0.625,1,0,0,5,3,0.6
19860606-M-Roland_Garros-SF-Henri_Leconte-Mikael_Pernfors,Henri Leconte,Mikael Pernfors,L,R,19860606,Roland Garros,5,Deuce,Clay,6,16,7,0.4375,8,8,1,23,14,0.608695652
19860607-M-Roland_Garros-SF-Johan_Kriek-Ivan_Lendl,Johan Kriek,Ivan Lendl,R,R,19860607,Roland Garros,5,Deuce,Clay,6,14,7,0.5,5,3,0.6,14,6,0.428571429
19860608-M-Roland_Garros-F-Mikael_Pernfors-Ivan_Lendl,Mikael Pernfors,Ivan Lendl,R,R,19860608,Roland Garros,5,Deuce,Clay,5,14,10,0.714285714,18,9,0.5,13,3,0.230769231
19860704-M-Wimbledon-SF-Henri_Leconte-Boris_Becker,Henri Leconte,Boris Becker,L,R,19860704,Wimbledon,5,Deuce,Grass,6,19,10,0.526315789,3,3,1,37,21,0.567567568
19860704-M-Wimbledon-SF-Ivan_Lendl-Slobodan_Zivojinovic,Ivan Lendl,Slobodan Zivojinovic,R,R,19860704,Wimbledon,5,Deuce,Grass,6,14,6,0.428571429,7,6,0.857142857,15,12,0.8
19860706-M-Wimbledon-F-Boris_Becker-Ivan_Lendl,Boris Becker,Ivan Lendl,R,R,19860706,Wimbledon,5,Deuce,Grass,6,17,10,0.588235294,7,4,0.571428571,22,14,0.636363636
19860817-M-Canada_Masters-F-Stefan_Edberg-Boris_Becker,Stefan Edberg,Boris Becker,R,R,19860817,Canada Masters,3,Deuce,Hard,6,19,13,0.684210526,5,4,0.8,19,12,0.631578947
19860826-M-US_Open-R128-John_Mcenroe-Paul_Annacone,John Mcenroe,Paul Annacone,L,R,19860826,US Open,5,Deuce,Hard,6,16,11,0.6875,14,5,0.357142857,25,16,0.64
19860906-M-US_Open-SF-Miloslav_Mecir-Boris_Becker,Miloslav Mecir,Boris Becker,R,R,19860906,US Open,5,Deuce,Hard,4,46,28,0.608695652,10,9,0.9,24,15,0.625
19860906-M-US_Open-SF-Stefan_Edberg-Ivan_Lendl,Stefan Edberg,Ivan Lendl,R,R,19860906,US Open,5,Deuce,Hard,6,23,16,0.695652174,4,2,0.5,26,14,0.538461538
19860907-M-US_Open-F-Miloslav_Mecir-Ivan_Lendl,Miloslav Mecir,Ivan Lendl,R,R,19860907,US Open,5,Deuce,Hard,4,29,15,0.517241379,9,5,0.555555556,10,3,0.3
19861026-M-Tokyo_Indoor-F-Stefan_Edberg-Boris_Becker,Stefan Edberg,Boris Becker,R,R,19861026,Tokyo Indoor,3,Deuce,Carpet,6,11,3,0.272727273,8,3,0.375,11,10,0.909090909
19861102-M-Paris_Masters-F-Sergio_Casal-Boris_Becker,Sergio Casal,Boris Becker,R,R,19861102,Paris Masters,5,Deuce,Hard,6,13,9,0.692307692,3,1,0.333333333,35,20,0.571428571
19861109-M-Stockholm-F-Mats_Wilander-Stefan_Edberg,Mats Wilander,Stefan Edberg,R,R,19861109,Stockholm,5,Deuce,Hard,6,15,2,0.133333333,2,2,1,17,11,0.647058824
19861206-M-Tour_Finals-SF-Stefan_Edberg-Boris_Becker,Stefan Edberg,Boris Becker,R,R,19861206,Tour Finals,3,Deuce,Hard,6,12,10,0.833333333,1,0,0,16,8,0.5
19861207-M-Masters-F-Boris_Becker-Ivan_Lendl,Boris Becker,Ivan Lendl,R,R,19861207,Masters,5,Deuce,Carpet,6,20,14,0.7,,,,36,20,0.555555556
19861207-M-Tour_Finals-F-Boris_Becker-Ivan_Lendl,Boris Becker,Ivan Lendl,R,R,19861207,Tour Finals,5,Deuce,Carpet,6,20,14,0.7,,,,36,20,0.555555556
19870123-M-Australian_Open-SF-Pat_Cash-Ivan_Lendl,Pat Cash,Ivan Lendl,R,R,19870123,Australian Open,5,Deuce,Grass,4,20,11,0.55,10,6,0.6,19,10,0.526315789
19870123-M-Australian_Open-SF-Wally_Masur-Stefan_Edberg,Wally Masur,Stefan Edberg,R,R,19870123,Australian Open,5,Deuce,Grass,4,29,13,0.448275862,4,2,0.5,26,15,0.576923077
19870125-M-Australian_Open-F-Stefan_Edberg-Pat_Cash,Stefan Edberg,Pat Cash,R,R,19870125,Australian Open,5,Deuce,Grass,4,55,41,0.745454545,15,8,0.533333333,6,3,0.5
19870222-M-Indian_Wells-F-Stefan_Edberg-Boris_Becker,Stefan Edberg,Boris Becker,R,R,19870222,Indian Wells,5,Deuce,Hard,6,23,11,0.47826087,9,4,0.444444444,23,11,0.47826087
19870503-M-Hamburg-F-Miloslav_Mecir-Ivan_Lendl,Miloslav Mecir,Ivan Lendl,R,R,19870503,Hamburg,5,Deuce,Clay,4,28,15,0.535714286,7,4,0.571428571,18,8,0.444444444
19870513-M-Rome-R32-Paolo_Cane-Jonas_Svensson,Paolo Cane,Jonas Svensson,R,R,19870513,Rome,3,Deuce,Clay,4,10,6,0.6,4,4,1,9,6,0.666666667
19870603-M-Roland_Garros-QF-Andres_Gomez-Ivan_Lendl,Andres Gomez,Ivan Lendl,L,R,19870603,Roland Garros,5,Deuce,Clay,4,30,15,0.5,6,4,0.666666667,19,10,0.526315789
19870605-M-Roland_Garros-SF-Mats_Wilander-Boris_Becker,Mats Wilander,Boris Becker,R,R,19870605,Roland Garros,5,Deuce,Clay,6,13,10,0.769230769,3,2,0.666666667,17,14,0.823529412
19870605-M-Roland_Garros-SF-Miloslav_Mecir-Ivan_Lendl,Miloslav Mecir,Ivan Lendl,R,R,19870605,Roland Garros,5,Deuce,Clay,4,31,9,0.290322581,6,4,0.666666667,14,4,0.285714286
19870607-M-Roland_Garros-F-Mats_Wilander-Ivan_Lendl,Mats Wilander,Ivan Lendl,R,R,19870607,Roland Garros,5,Deuce,Clay,4,39,20,0.512820513,3,1,0.333333333,17,13,0.764705882
19870626-M-Wimbledon-R64-Peter_Doohan_-Boris_Becker,Peter Doohan ,Boris Becker,R,R,19870626,Wimbledon,5,Deuce,Grass,5,12,10,0.833333333,45,33,0.733333333,15,13,0.866666667
19870704-M-Wimbledon-SF-Pat_Cash-Jimmy_Connors,Pat Cash,Jimmy Connors,R,L,19870704,Wimbledon,5,Deuce,Grass,4,21,16,0.761904762,2,2,1,13,11,0.846153846
19870704-M-Wimbledon-SF-Stefan_Edberg-Ivan_Lendl,Stefan Edberg,Ivan Lendl,R,R,19870704,Wimbledon,5,Deuce,Grass,6,24,19,0.791666667,11,8,0.727272727,38,26,0.684210526
19870705-M-Wimbledon-F-Pat_Cash-Ivan_Lendl,Pat Cash,Ivan Lendl,R,R,19870705,Wimbledon,5,Deuce,Grass,4,21,18,0.857142857,7,7,1,9,9,1
19870816-M-Canada_Masters-F-Stefan_Edberg-Ivan_Lendl,Stefan Edberg,Ivan Lendl,R,R,19870816,Canada Masters,3,Deuce,Hard,6,10,7,0.7,13,8,0.615384615,16,11,0.6875
19870823-M-Cincinnati-F-Boris_Becker-Stefan_Edberg,Boris Becker,Stefan Edberg,R,R,19870823,Cincinnati,3,Deuce,Hard,6,10,5,0.5,4,4,1,24,11,0.458333333
19870901-M-US_Open-QF-John_Mcenroe-Ivan_Lendl,John Mcenroe,Ivan Lendl,L,R,19870901,US Open,3,Deuce,Clay,4,17,13,0.764705882,13,9,0.692307692,16,10,0.625
19870904-M-US_Open-R64-Stefan_Edberg-Dan_Goldie,Stefan Edberg,Dan Goldie,R,R,19870904,US Open,5,Deuce,Hard,4,35,26,0.742857143,22,18,0.818181818,11,7,0.636363636
19870905-M-US_Open-R32-John_Mcenroe-Slobodan_Zivojinovic,John Mcenroe,Slobodan Zivojinovic,L,R,19870905,US Open,5,Deuce,Hard,4,47,23,0.489361702,19,12,0.631578947,14,10,0.714285714
19870906-M-US_Open-R32-Stefan_Edberg-Kelly_Evernden,Stefan Edberg,Kelly Evernden,R,R,19870906,US Open,5,Deuce,Hard,6,11,7,0.636363636,5,4,0.8,24,13,0.541666667
19870912-M-US_Open-SF-Jimmy_Connors-Ivan_Lendl,Jimmy Connors,Ivan Lendl,L,R,19870912,US Open,5,Deuce,Hard,6,17,9,0.529411765,2,0,0,28,8,0.285714286
19870912-M-US_Open-SF-Stefan_Edberg-Mats_Wilander,Stefan Edberg,Mats Wilander,R,R,19870912,US Open,5,Deuce,Hard,4,30,19,0.633333333,16,8,0.5,18,8,0.444444444
19870914-M-US_Open-F-Ivan_Lendl-Mats_Wilander,Ivan Lendl,Mats Wilander,R,R,19870914,US Open,5,Deuce,Hard,4,41,29,0.707317073,2,0,0,38,24,0.631578947
19871025-M-Tokyo_Indoor-F-Stefan_Edberg-Ivan_Lendl,Stefan Edberg,Ivan Lendl,R,R,19871025,Tokyo Indoor,3,Deuce,Carpet,6,11,5,0.454545455,12,10,0.833333333,20,16,0.8
19871108-M-Stockholm-F-Jonas_Svensson-Stefan_Edberg,Jonas Svensson,Stefan Edberg,R,R,19871108,Stockholm,5,Deuce,Hard,4,47,31,0.659574468,14,7,0.5,6,4,0.666666667
19871204-M-Tour_Finals-RR-Mats_Wilander-Stefan_Edberg,Mats Wilander,Stefan Edberg,R,R,19871204,Tour Finals,3,Deuce,Hard,6,12,5,0.416666667,4,1,0.25,23,12,0.52173913
19871206-M-Masters-F-Mats_Wilander-Ivan_Lendl,Mats Wilander,Ivan Lendl,R,R,19871206,Masters,5,Deuce,Carpet,6,16,7,0.4375,7,6,0.857142857,20,10,0.5
19871206-M-Tour_Finals-F-Mats_Wilander-Ivan_Lendl,Mats Wilander,Ivan Lendl,R,R,19871206,Tour Finals,5,Deuce,Carpet,6,16,7,0.4375,7,6,0.857142857,20,10,0.5
19880122-M-Australian_Open-SF-Pat_Cash-Ivan_Lendl,Pat Cash,Ivan Lendl,R,R,19880122,Australian Open,5,Deuce,Hard,6,32,22,0.6875,2,1,0.5,40,23,0.575
19880123-M-Australian_Open-SF-Stefan_Edberg-Mats_Wilander,Stefan Edberg,Mats Wilander,R,R,19880123,Australian Open,5,Deuce,Hard,6,19,8,0.421052632,5,2,0.4,33,21,0.636363636
19880124-M-Australian_Open-F-Pat_Cash-Mats_Wilander,Pat Cash,Mats Wilander,R,R,19880124,Australian Open,5,Deuce,Hard,4,45,32,0.711111111,14,8,0.571428571,33,16,0.484848485
19880403-M-Dallas_WCT-F-Stefan_Edberg-Boris_Becker,Stefan Edberg,Boris Becker,R,R,19880403,Dallas WCT,5,Deuce,Hard,6,15,10,0.666666667,2,1,0.5,47,25,0.531914894
19880427-M-Hamburg-R32-Boris_Becker-Mansour_Bahrami,Boris Becker,Mansour Bahrami,R,R,19880427,Hamburg,3,Deuce,Clay,6,7,4,0.571428571,5,2,0.4,11,10,0.909090909
19880604-M-Roland_Garros-SF-Jonas_Svensson-Henri_Leconte,Jonas Svensson,Henri Leconte,R,L,19880604,Roland Garros,5,Deuce,Clay,4,30,19,0.633333333,8,5,0.625,5,4,0.8
19880604-M-Roland_Garros-SF-Mats_Wilander-Andre_Agassi,Mats Wilander,Andre Agassi,R,R,19880604,Roland Garros,5,Deuce,Clay,6,24,18,0.75,8,5,0.625,43,22,0.511627907
19880605-M-Roland_Garros-F-Mats_Wilander-Henri_Leconte,Mats Wilander,Henri Leconte,R,L,19880605,Roland Garros,5,Deuce,Clay,4,29,21,0.724137931,2,1,0.5,6,4,0.666666667
19880612-M-Queens_Club-F-Boris_Becker-Stefan_Edberg,Boris Becker,Stefan Edberg,R,R,19880612,Queens Club,3,Deuce,Grass,6,12,9,0.75,2,2,1,25,17,0.68
19880701-M-Wimbledon-SF-Boris_Becker-Ivan_Lendl,Boris Becker,Ivan Lendl,R,R,19880701,Wimbledon,5,Deuce,Grass,6,26,19,0.730769231,3,2,0.666666667,37,27,0.72972973
